Player_Id,COUNTRY_ID,Matches,Bat_Innings,Bowl_Innings,Not_Outs,Runs_Scored,Highest_Score,Hundreds,Fifties,Ducks,Fours,Sixes,Maidens,Runs_Conceded,Wickets,BBI,Four_Wkt_Hauls,Five_Wkt_Hauls,Catches,Stumpings,COUNTRY_NAME,Player_Name,T20_BOWLING.Bowl_Avg,T20_BOWLING.Economy_Rate,T20_BOWLING.Overs,T20_BOWLING.SR,T20_FIELDING.Dissmissals,T20_FIELDING.Field_Innings,T20_FIELDING.Matches
156,IND,10,3,10,0,7,6,0,0,1,0,0,1,193,8,2\14,0,0,1,0,India,P Kumar,24.12,7.42,26,19.5,1,10,10
157,NZ,10,8,0,0,86,36,0,0,0,5,5,0,0,0,0,0,0,4,2,New Zealand,GJ Hopkins,0,0,0,0,6,10,10
158,NZ,20,18,13,0,326,58,0,2,2,33,11,0,167,5,2\20,0,0,5,0,New Zealand,RJ Nicol,33.4,8.14,20.3,24.6,5,20,20
159,NZ,13,7,13,4,70,21*,0,0,1,5,3,0,391,16,3\25,0,0,5,0,New Zealand,DAJ Bracewell,24.43,9.61,40.4,15.2,5,13,13
160,IND,7,0,7,0,0,0,0,0,0,0,0,1,168,11,3\26,0,0,0,0,India,A Mishra,15.27,6.46,26,14.1,0,7,7
161,NZ,20,8,20,3,21,8*,0,0,2,2,0,2,543,25,3\18,0,0,4,0,New Zealand,SE Bond,21.72,7,77.3,18.6,4,20,20
162,IND,24,14,23,7,172,33*,0,0,0,9,7,1,618,28,3\16,0,0,2,0,India,IK Pathan,22.07,8.02,77,16.5,2,23,24
163,NZ,10,6,0,1,67,36,0,0,0,7,1,0,0,0,0,0,0,4,0,New Zealand,NT Broom,0,0,0,0,4,10,10
164,NZ,12,12,0,1,127,25,0,0,2,7,6,0,0,0,0,0,0,4,0,New Zealand,PG Fulton,0,0,0,0,4,12,12
165,IND,2,0,2,0,0,0,0,0,0,0,0,0,71,0,0,0,0,0,0,India,P Awana,0,11.83,6,0,0,2,2
166,NZ,14,4,15,3,7,6*,0,0,1,1,0,2,419,16,2\24,0,0,4,0,New Zealand,MJ McClenaghan,26.18,7.85,53.2,20,4,14,14
167,NZ,13,12,0,3,194,73*,0,1,0,12,10,0,0,0,0,0,0,2,0,New Zealand,C Munro,0,0,0,0,2,13,13
168,NZ,11,4,10,1,9,5,0,0,1,1,0,1,269,16,3\20,0,0,4,0,New Zealand,JS Patel,16.81,8.11,33.1,12.4,4,11,11
169,IND,5,0,5,0,0,0,0,0,0,0,0,0,121,10,3\19,0,0,0,0,India,L Balaji,12.1,7.56,16,9.6,0,5,5
170,NZ,4,4,2,1,74,40*,0,0,0,7,2,0,50,4,3\20,0,0,3,0,New Zealand,NJ Astle,12.5,7.31,6.5,10.2,3,4,4
171,NZ,8,7,0,1,187,57,0,1,0,8,14,0,0,0,0,0,0,3,0,New Zealand,CD McMillan,0,0,0,0,3,8,8
172,NZ,18,6,18,5,5,2*,0,0,0,0,0,1,481,23,3\19,0,0,3,0,New Zealand,IG Butler,20.91,8.06,59.4,15.5,3,18,18
173,IND,4,0,4,0,0,0,0,0,0,0,0,0,138,4,2\20,0,0,2,0,India,Joginder Sharma,34.5,9.51,14.3,21.7,2,4,4
174,NZ,9,9,0,0,174,42,0,0,1,17,3,0,0,0,0,0,0,1,0,New Zealand,L Vincent,0,0,0,0,1,9,9
175,NZ,7,5,6,2,43,14*,0,0,1,6,1,0,123,6,3\16,0,0,3,0,New Zealand,JDS Neesham,20.5,7.93,15.3,15.5,3,7,7
176,IND,1,0,1,0,0,0,0,0,0,0,0,0,27,0,0,0,0,0,0,India,M Kartik,0,6.75,4,0,0,1,1
177,NZ,7,6,1,0,126,63,0,1,0,19,2,0,24,2,2\24,0,0,3,0,New Zealand,AJ Redmond,12,8.47,2.5,8.5,3,7,7
178,NZ,6,6,0,0,151,62,0,1,0,12,9,0,0,0,0,0,0,1,0,New Zealand,HD Rutherford,0,0,0,0,1,6,6
179,NZ,4,4,0,0,6,5,0,0,2,1,0,0,0,0,0,0,0,2,0,New Zealand,DG Brownlie,0,0,0,0,2,4,4
180,IND,17,4,17,2,13,9,0,0,0,0,1,0,448,17,4\19,1,0,2,0,India,Z Khan,26.35,7.63,58.4,20.7,2,17,17
181,NZ,5,5,0,0,110,38,0,0,0,20,0,0,0,0,0,0,0,2,0,New Zealand,SP Fleming,0,0,0,0,2,5,5
182,NZ,5,5,1,0,59,23,0,0,0,1,4,0,7,0,0,0,0,2,0,New Zealand,DR Flynn,0,7,1,0,2,5,5
183,IND,27,25,11,5,906,78*,0,8,0,96,19,0,183,3,1\13,0,0,13,0,India,V Kohli,61,8.07,22.4,45.3,13,27,27
184,NZ,13,3,13,1,37,20*,0,0,0,4,1,1,337,10,2\42,0,0,2,0,New Zealand,RM Hira,33.7,7.96,42.2,25.4,2,13,13
185,IND,9,2,9,2,6,6*,0,0,0,0,0,0,193,11,3\9,0,0,2,0,India,B Kumar,17.54,6.22,31,16.9,2,9,9
186,NZ,2,2,0,0,29,22,0,0,0,2,0,0,0,0,0,0,0,2,0,New Zealand,BJ Watling,0,0,0,0,2,2,2
187,NZ,4,2,4,1,13,7,0,0,0,1,0,0,105,3,2\20,0,0,1,0,New Zealand,AR Adams,35,8.18,12.5,25.6,1,4,4
188,IND,3,0,3,0,0,0,0,0,0,0,0,0,87,2,1\29,0,0,0,0,India,Mohammed Shami,43.5,8.7,10,30,0,3,3
189,NZ,1,0,1,0,0,0,0,0,0,0,0,0,45,1,1\45,0,0,1,0,New Zealand,GW Aldridge,45,11.25,4,24,1,1,1
190,NZ,2,2,2,0,3,2,0,0,0,0,0,0,52,1,1\28,0,0,1,0,New Zealand,CL Cairns,52,6.5,8,48,1,2,2
191,IND,8,3,8,0,22,22,0,0,2,1,2,0,274,13,3\19,0,0,3,0,India,A Nehra,21.07,8.83,31,14.3,3,8,8
192,NZ,4,4,0,2,13,8,0,0,0,1,0,0,0,0,0,0,0,1,0,New Zealand,C de Grandhomme,0,0,0,0,1,4,4
193,NZ,11,6,10,4,21,7,0,0,0,0,0,3,255,10,4\7,1,0,1,0,New Zealand,MR Gillespie,25.5,7.28,35,21,1,11,11
194,IND,6,1,6,1,10,10*,0,0,0,0,1,0,132,10,4\21,1,0,1,0,India,PP Ojha,13.2,6.28,21,12.6,1,6,6
195,NZ,5,5,0,0,56,31,0,0,0,5,1,0,0,0,0,0,0,1,0,New Zealand,JM How,0,0,0,0,1,5,5
196,NZ,2,2,2,0,89,59,0,1,0,14,2,0,45,0,0,0,0,0,0,New Zealand,AP Devcich,0,7.5,6,0,0,2,2
197,NZ,3,3,0,1,22,20*,0,0,1,3,0,0,0,0,0,0,0,1,0,New Zealand,PJ Ingram,0,0,0,0,1,3,3
198,IND,3,1,3,0,0,0,0,0,1,0,0,0,86,4,2\25,0,0,0,0,India,MM Patel,21.5,8.6,10,15,0,3,3
199,NZ,5,4,0,0,76,22,0,0,0,4,1,0,0,0,0,0,0,1,0,New Zealand,TWM Latham,0,0,0,0,1,5,5
200,NZ,3,3,0,0,12,8,0,0,0,0,0,0,0,0,0,0,0,1,0,New Zealand,HJH Marshall,0,0,0,0,1,3,3
201,IND,22,18,17,5,236,37*,0,0,3,11,17,0,438,13,2\22,0,0,9,0,India,YK Pathan,33.69,8.61,50.5,23.4,9,22,22
202,NZ,6,1,6,1,5,5*,0,0,0,0,0,1,193,7,2\14,0,0,1,0,New Zealand,CS Martin,27.57,8.39,23,19.7,1,6,6
203,NZ,6,2,6,2,3,3*,0,0,0,0,0,0,179,4,2\22,0,0,1,0,New Zealand,AF Milne,44.75,8.95,20,30,1,6,6
204,IND,43,37,13,9,922,101,1,3,1,85,33,0,235,6,2\49,0,0,20,0,India,SK Raina,39.16,8.1,29,29,20,43,43
205,IND,19,18,1,0,394,68,0,2,1,43,16,0,20,0,0,0,0,2,0,India,V Sehwag,0,20,1,0,2,18,19
206,NZ,3,0,3,0,0,0,0,0,0,0,0,0,70,1,1\30,0,0,1,0,New Zealand,LJ Woodcock,70,7,10,60,1,3,3
207,NZ,3,0,3,0,0,0,0,0,0,0,0,0,107,4,3\31,0,0,0,0,New Zealand,MD Bates,26.75,9.72,11,16.5,0,3,3
208,IND,14,3,14,2,8,5*,0,0,1,1,0,0,400,8,2\34,0,0,4,0,India,I Sharma,50,8.63,46.2,34.7,4,14,14
209,NZ,5,2,5,0,7,4,0,0,0,0,0,0,145,6,3\20,0,0,0,0,New Zealand,TA Boult,24.16,8.05,18,18,0,5,5
210,IND,3,0,3,0,0,0,0,0,0,0,0,0,63,2,1\11,0,0,0,0,India,MM Sharma,31.5,9,7,21,0,3,3
211,NZ,1,0,1,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,New Zealand,BJ Diamanti,0,9.5,2,0,0,1,1
212,NZ,3,3,2,1,42,23*,0,0,0,1,1,0,31,1,1\11,0,0,0,0,New Zealand,GD Elliott,31,15.5,2,12,0,3,3
213,IND,2,0,2,0,0,0,0,0,0,0,0,0,56,3,2\29,0,0,0,0,India,R Sharma,18.66,7.63,7.2,14.6,0,2,2
214,NZ,4,4,4,2,9,4,0,0,0,0,0,0,105,2,2\40,0,0,0,0,New Zealand,AM Ellis,52.5,10.5,10,30,0,4,4
215,NZ,1,1,1,0,13,13,0,0,0,1,1,0,43,2,2\43,0,0,0,0,New Zealand,PA Hitchcock,21.5,14.33,3,9,0,1,1
216,IND,42,35,9,11,739,79*,0,7,1,61,27,0,113,1,1\22,0,0,19,0,India,RG Sharma,113,9.97,11.2,68,19,42,42
217,NZ,2,1,2,0,0,0,0,0,1,0,0,0,31,2,2\20,0,0,0,0,New Zealand,AJ McKay,15.5,5.47,5.4,17,0,2,2
218,NZ,3,2,0,0,14,13,0,0,0,2,0,0,0,0,0,0,0,0,0,New Zealand,JAH Marshall,0,0,0,0,0,3,3
219,IND,10,2,9,2,3,2*,0,0,0,0,0,0,225,15,4\13,1,0,2,0,India,RP Singh,15,6.81,33,13.2,2,9,10
220,NZ,3,1,3,0,2,2,0,0,0,0,0,0,65,2,1\18,0,0,0,0,New Zealand,MJ Mason,32.5,7.22,9,27,0,3,3
221,NZ,4,0,4,0,0,0,0,0,0,0,0,0,116,6,2\30,0,0,0,0,New Zealand,IE O'Brien,19.33,8.92,13,13,0,4,4
222,IND,1,1,1,0,10,10,0,0,0,2,0,0,12,1,1\12,0,0,1,0,India,SR Tendulkar,12,4.8,2.3,15,1,1,1
223,NZ,2,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,New Zealand,MS Sinclair,0,0,0,0,0,2,2
224,NZ,1,1,1,1,1,1*,0,0,0,0,0,1,18,1,1\18,0,0,0,0,New Zealand,EP Thompson,18,6,3,18,0,1,1
225,IND,1,0,1,0,0,0,0,0,0,0,0,0,21,0,0,0,0,1,0,India,S Tyagi,0,10.5,2,0,1,1,1
226,NZ,3,2,3,1,5,5*,0,0,1,1,0,0,93,3,2\16,0,0,0,0,New Zealand,DR Tuffey,31,9.3,10,20,0,3,3
227,NZ,1,1,1,0,18,18,0,0,0,2,0,0,43,0,0,0,0,0,0,New Zealand,JW Wilson,0,10.75,4,0,0,1,1
228,IND,9,1,9,1,2,2*,0,0,0,0,0,0,247,10,3\24,0,0,1,0,India,R Vinay Kumar,24.7,7.84,31.3,18.9,1,9,9
229,PAK,54,49,0,6,897,73,0,5,6,90,27,0,0,0,0,0,0,28,32,Pakistan,Kamran Akmal,0,0,0,0,60,54,54
230,PAK,56,53,0,9,1221,94,0,6,7,94,35,0,0,0,0,0,0,36,2,Pakistan,Umar Akmal,0,0,0,0,38,56,56
231,IND,1,0,1,0,0,0,0,0,0,0,0,0,24,1,1\24,0,0,0,0,India,UT Yadav,24,8,3,18,0,1,1
232,PAK,59,55,24,13,959,57*,0,3,1,77,18,0,355,16,2\7,0,0,26,0,Pakistan,Shoaib Malik,22.18,6.91,51.2,19.2,26,59,59
233,PAK,74,69,73,11,1112,54*,0,4,6,89,46,3,1741,77,4\11,3,0,20,0,Pakistan,Shahid Afridi,22.61,6.48,268.2,20.9,20,74,74
234,IND,40,37,22,6,968,77*,0,8,0,61,63,0,386,23,3\17,0,0,9,0,India,Yuvraj Singh,16.78,7.19,53.4,14,9,39,40
235,PAK,56,25,56,8,164,32,0,0,5,11,10,2,1340,80,5\6,4,2,18,0,Pakistan,Umar Gul,16.75,7.1,188.3,14.1,18,56,56
236,PAK,58,56,54,3,1305,86,0,7,5,135,32,1,1071,45,4\10,1,0,17,0,Pakistan,Mohammad Hafeez,23.8,6.59,162.2,21.6,17,58,58
237,IND,1,1,0,0,43,43,0,0,0,5,0,0,0,0,0,0,0,0,0,India,S Badrinath,0,0,0,0,0,1,1
238,PAK,39,34,0,13,788,87*,0,3,2,45,26,0,0,0,0,0,0,14,0,Pakistan,Misbah-ul-Haq,0,0,0,0,14,39,39
239,PAK,63,23,62,12,91,21*,0,0,3,7,2,2,1491,85,4\19,4,0,12,0,Pakistan,Saeed Ajmal,17.54,6.34,235,16.5,12,63,63
240,IND,5,5,0,0,68,32,0,0,1,10,0,0,0,0,0,0,0,1,0,India,S Dhawan,0,0,0,0,1,5,5
241,PAK,25,23,1,3,442,51,0,2,2,31,12,0,18,3,3\18,0,0,12,0,Pakistan,Younis Khan,6,4.9,3.4,7.3,12,25,25
242,PAK,25,24,0,1,500,72,0,3,2,59,22,0,0,0,0,0,0,11,0,Pakistan,Imran Nazir,0,0,0,0,11,25,25
243,IND,49,44,0,19,822,48*,0,0,1,55,23,0,0,0,0,0,0,25,11,India,MS Dhoni,0,0,0,0,36,48,49
244,PAK,26,26,0,2,666,111*,1,3,2,72,20,0,0,0,0,0,0,8,0,Pakistan,Ahmed Shehzad,0,0,0,0,8,26,26
245,PAK,24,17,6,6,194,28,0,0,1,7,7,0,95,8,3\7,0,0,7,0,Pakistan,Fawad Alam,11.87,6.33,15,11.2,7,24,24
246,IND,1,1,0,0,31,31,0,0,0,0,3,0,0,0,0,0,0,0,0,India,R Dravid,0,0,0,0,0,1,1
247,PAK,40,17,40,4,129,41,0,0,2,10,7,2,973,33,3\12,0,0,7,0,Pakistan,Sohail Tanvir,29.48,7.12,136.3,24.8,7,40,40
248,PAK,8,5,8,3,22,7*,0,0,0,0,0,0,192,11,2\7,0,0,6,0,Pakistan,Abdur Rehman,17.45,7.38,26,14.1,6,8,8
249,IND,37,36,0,2,932,75,0,7,2,109,10,0,0,0,0,0,0,11,0,India,G Gambhir,0,0,0,0,11,36,37
250,PAK,18,18,0,1,363,56,0,2,1,34,12,0,0,0,0,0,0,6,0,Pakistan,Nasir Jamshed,0,0,0,0,6,18,18
251,PAK,2,1,2,1,11,11*,0,0,0,1,0,0,39,0,0,0,0,4,0,Pakistan,Yasir Shah,0,9.75,4,0,4,2,2
252,IND,9,8,0,2,100,31*,0,0,1,14,1,0,0,0,0,0,0,5,2,India,KD Karthik,0,0,0,0,7,8,9
253,PAK,10,10,0,0,192,38,0,0,0,19,2,0,0,0,0,0,0,3,0,Pakistan,Asad Shafiq,0,0,0,0,3,10,10
254,PAK,7,7,0,0,76,19,0,0,1,14,0,0,0,0,0,0,0,3,0,Pakistan,Imran Farhat,0,0,0,0,3,7,7
255,IND,1,1,0,0,38,38,0,0,0,4,1,0,0,0,0,0,0,1,0,India,D Mongia,0,0,0,0,1,1,1
256,PAK,18,6,18,2,39,21*,0,0,1,1,2,3,457,23,3\23,0,0,3,0,Pakistan,Mohammad Amir,19.86,7.03,65,16.9,3,18,18
257,PAK,11,3,11,3,9,5*,0,0,0,2,0,1,343,13,4\18,1,0,3,0,Pakistan,Mohammad Asif,26.38,8,42.5,19.7,3,11,11
258,IND,2,2,0,0,12,10,0,0,0,2,0,0,0,0,0,0,0,0,0,India,NV Ojha,0,0,0,0,0,2,2
259,PAK,24,23,0,2,595,74,0,3,1,66,10,0,0,0,0,0,0,3,0,Pakistan,Salman Butt,0,0,0,0,3,24,24
260,PAK,4,1,0,0,5,5,0,0,0,1,0,0,0,0,0,0,0,1,2,Pakistan,Sarfraz Ahmed,0,0,0,0,3,4,4
261,IND,2,2,0,0,36,26,0,0,0,4,1,0,0,0,0,0,0,1,0,India,PA Patel,0,0,0,0,1,2,2
262,PAK,10,10,0,0,116,35,0,0,3,13,3,0,0,0,0,0,0,3,0,Pakistan,Shahzaib Hasan,0,0,0,0,3,10,10
263,PAK,9,5,0,0,76,47,0,0,1,12,0,0,0,0,0,0,0,3,0,Pakistan,Umar Amin,0,0,0,0,3,9,9
264,IND,10,10,0,0,228,61,0,1,1,21,5,0,0,0,0,0,0,7,0,India,AM Rahane,0,0,0,0,7,10,10
265,PAK,32,29,22,10,393,46*,0,0,2,21,21,2,395,20,3\13,0,0,2,0,Pakistan,Abdul Razzaq,19.75,6.99,56.3,16.9,2,32,32
266,PAK,5,4,0,1,34,21,0,0,0,3,1,0,0,0,0,0,0,2,0,Pakistan,Hammad Azam,0,0,0,0,2,5,5
267,IND,3,1,0,0,15,15,0,0,0,0,0,0,0,0,0,0,0,2,0,India,MK Tiwary,0,0,0,0,2,3,3
268,PAK,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,1,1,Pakistan,Mohammad Salman,0,0,0,0,2,1,1
269,IND,11,10,0,1,168,50,0,1,1,15,6,0,0,0,0,0,0,1,0,India,RV Uthappa,0,0,0,0,1,10,11
270,PAK,5,2,5,2,9,5*,0,0,0,0,0,0,146,10,3\16,0,0,2,0,Pakistan,Mohammad Sami,14.6,9.12,16,9.6,2,5,5
271,PAK,4,2,4,1,18,17*,0,0,0,0,2,0,101,5,3\19,0,0,2,0,Pakistan,Naved-ul-Hasan,20.2,7.12,14.1,17,2,4,4
272,IND,7,7,0,0,122,48,0,0,1,8,6,0,0,0,0,0,0,3,0,India,M Vijay,0,0,0,0,3,7,7
273,PAK,7,2,7,2,5,5*,0,0,0,1,0,1,154,6,2\14,0,0,2,0,Pakistan,Raza Hasan,25.66,5.92,26,26,2,7,7
274,PAK,15,6,15,3,21,8*,0,0,1,2,1,3,432,19,3\38,0,0,2,0,Pakistan,Shoaib Akhtar,22.73,8.15,53,16.7,2,15,15
275,PAK,13,11,0,2,145,37,0,0,0,10,6,0,0,0,0,0,0,2,0,Pakistan,Sohaib Maqsood,0,0,0,0,2,13,13
276,PAK,2,1,2,1,2,2*,0,0,0,0,0,0,61,0,0,0,0,1,0,Pakistan,Usman Khan,0,12.2,5,0,1,2,2
277,PAK,7,3,7,1,10,10,0,0,1,1,0,0,187,5,2\36,0,0,1,0,Pakistan,Bilawal Bhatti,37.4,9.35,20,24,1,7,7
278,PAK,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,Pakistan,Haris Sohail,0,0,0,0,1,1,1
279,PAK,7,7,0,0,34,13,0,0,1,3,1,0,0,0,0,0,0,1,0,Pakistan,Khalid Latif,0,0,0,0,1,7,7
280,PAK,3,3,0,0,50,26,0,0,0,5,1,0,0,0,0,0,0,1,0,Pakistan,Mohammad Yousuf,0,0,0,0,1,3,3
281,PAK,3,3,0,0,102,50,0,1,0,10,4,0,0,0,0,0,0,1,0,Pakistan,Sharjeel Khan,0,0,0,0,1,3,3
282,PAK,4,4,0,0,65,50,0,1,1,7,0,0,0,0,0,0,0,1,0,Pakistan,Shoaib Khan jnr,0,0,0,0,1,4,4
283,PAK,6,4,6,2,54,30*,0,0,0,3,3,1,89,4,2\24,0,0,1,0,Pakistan,Wahab Riaz,22.25,6.35,14,21,1,6,6
284,PAK,13,11,13,4,92,17,0,0,0,8,2,0,316,16,3\18,0,0,1,0,Pakistan,Yasir Arafat,19.75,8.03,39.2,14.7,1,13,13
285,PAK,7,3,7,3,27,13*,0,0,0,2,1,1,185,12,3\23,0,0,1,0,Pakistan,Zulfiqar Babar,15.41,7.11,26,13,1,7,7
286,PAK,3,3,0,0,23,17,0,0,0,1,0,0,0,0,0,0,0,0,1,Pakistan,Zulqarnain Haider,0,0,0,0,1,3,3
287,PAK,5,1,5,1,0,0*,0,0,0,0,0,0,116,8,4\30,1,0,0,0,Pakistan,Aizaz Cheema,14.5,6.82,17,12.7,0,5,5
288,PAK,4,1,4,1,10,10*,0,0,0,1,0,0,86,2,1\21,0,0,0,0,Pakistan,Anwar Ali,43,9.55,9,27,0,4,4
289,PAK,3,3,0,0,47,23,0,0,0,2,3,0,0,0,0,0,0,0,0,Pakistan,Awais Zia,0,0,0,0,0,3,3
290,PAK,1,1,0,1,11,11*,0,0,0,0,1,0,0,0,0,0,0,0,0,Pakistan,Inzamam-ul-Haq,0,0,0,0,0,1,1
291,PAK,9,2,9,2,3,3*,0,0,0,0,0,0,236,8,3\24,0,0,0,0,Pakistan,Junaid Khan,29.5,8.74,27,20.2,0,9,9
292,PAK,7,1,7,1,2,2*,0,0,0,0,0,0,148,3,1\25,0,0,0,0,Pakistan,Mohammad Irfan,49.33,7.16,20.4,41.3,0,7,7
293,PAK,2,2,0,0,24,23,0,0,0,2,0,0,0,0,0,0,0,0,0,Pakistan,Rameez Raja,0,0,0,0,0,2,2
294,SA,57,54,0,9,1007,79*,0,5,4,82,30,0,0,0,0,0,0,52,6,South Africa,AB de Villiers,0,0,0,0,58,57,57
295,SA,17,17,0,4,363,48*,0,0,1,44,9,0,0,0,0,0,0,17,6,South Africa,Q de Kock,0,0,0,0,23,17,17
296,SA,55,50,25,14,1342,96*,0,7,6,105,42,0,349,14,3\18,0,0,22,0,South Africa,JP Duminy,24.92,7.72,45.1,19.3,22,55,55
297,SA,25,21,0,6,268,36*,0,0,0,22,2,0,0,0,0,0,0,18,1,South Africa,MV Boucher,0,0,0,0,19,25,25
298,SA,33,33,3,2,982,89*,0,5,1,123,26,0,57,0,0,0,0,18,0,South Africa,GC Smith,0,14.25,4,0,18,33,33
299,SA,40,20,39,9,201,34,0,0,1,15,9,1,823,37,3\16,0,0,17,0,South Africa,J Botha,22.24,6.37,129,20.9,17,40,40
300,SA,49,38,45,11,572,43,0,0,1,29,39,2,852,23,2\12,0,0,17,0,South Africa,JA Morkel,37.04,8.2,103.5,27,17,49,49
301,SA,26,22,0,6,415,36*,0,0,0,29,14,0,0,0,0,0,0,15,0,South Africa,DA Miller,0,0,0,0,15,26,26
302,SA,38,9,38,4,15,5,0,0,1,1,0,2,879,55,4\9,2,0,11,0,South Africa,DW Steyn,15.98,6.45,136.1,14.8,11,38,38
303,SA,20,20,2,4,553,85,0,5,0,51,16,0,3,0,0,0,0,10,0,South Africa,F du Plessis,0,2.25,1.2,0,10,20,20
304,SA,26,26,0,2,600,56,0,1,1,70,9,0,0,0,0,0,0,9,0,South Africa,HM Amla,0,0,0,0,9,26,26
305,SA,20,11,18,3,120,34,0,0,1,13,2,1,423,21,3\30,0,0,9,0,South Africa,RJ Peterson,20.14,7.57,55.5,15.9,9,20,20
306,SA,23,23,0,1,400,90*,0,3,4,45,12,0,0,0,0,0,0,8,0,South Africa,HH Gibbs,0,0,0,0,8,23,23
307,SA,25,23,19,4,666,73,0,5,0,56,20,1,333,12,4\15,1,0,7,0,South Africa,JH Kallis,27.75,7.23,46,23,7,25,25
308,SA,12,9,3,0,139,48,0,0,1,4,10,0,66,1,1\25,0,0,6,0,South Africa,JL Ontong,66,13.2,5,30,6,12,12
309,SA,13,6,13,3,57,48,0,0,1,2,4,0,305,14,2\14,0,0,6,0,South Africa,RE van der Merwe,21.78,6.93,44,18.8,6,13,13
310,SA,5,4,0,2,10,5*,0,0,0,0,0,0,0,0,0,0,0,4,0,South Africa,HG Kuhn,0,0,0,0,4,5,5
311,SA,13,13,0,2,236,117*,1,1,3,20,15,0,0,0,0,0,0,4,0,South Africa,RE Levi,0,0,0,0,4,13,13
312,SA,38,5,38,3,16,8*,0,0,0,2,1,3,985,45,4\17,2,0,4,0,South Africa,M Morkel,21.88,7.31,134.4,17.9,4,38,38
313,SA,13,8,0,3,114,31*,0,0,1,10,2,0,0,0,0,0,0,3,0,South Africa,F Behardien,0,0,0,0,3,13,13
314,SA,12,2,12,2,17,9*,0,0,0,1,1,0,261,21,4\21,1,0,3,0,South Africa,Imran Tahir,12.42,5.8,45,12.8,3,12,12
315,SA,8,7,1,3,203,89*,0,1,0,17,10,0,5,0,0,0,0,3,0,South Africa,JM Kemp,0,5,1,0,3,8,8
316,SA,10,3,10,3,8,6*,0,0,0,0,0,0,289,16,5\19,0,1,3,0,South Africa,R McLaren,18.06,7.25,39.5,14.9,3,10,10
317,SA,28,8,27,5,102,29*,0,0,0,9,3,2,690,29,4\13,1,0,3,0,South Africa,WD Parnell,23.79,7.99,86.2,17.8,3,28,28
318,SA,9,9,0,1,210,78,0,1,1,23,7,0,0,0,0,0,0,2,0,South Africa,CA Ingram,0,0,0,0,2,9,9
319,SA,2,1,2,0,0,0,0,0,1,0,0,0,54,4,2\19,0,0,2,0,South Africa,CH Morris,13.5,7.04,7.4,11.5,2,2,2
320,SA,10,4,10,2,10,5,0,0,1,2,0,0,298,6,2\22,0,0,2,0,South Africa,M Ntini,49.66,9.31,32,32,2,10,10
321,SA,12,9,11,2,86,36*,0,0,3,4,4,1,309,15,3\28,0,0,2,0,South Africa,SM Pollock,20.6,7.62,40.3,16.2,2,12,12
322,SA,9,3,9,3,32,31*,0,0,0,3,1,0,261,12,4\27,1,0,2,0,South Africa,J Theron,21.75,8.07,32.2,16.1,2,9,9
323,SA,3,2,0,0,68,67,0,1,0,5,5,0,0,0,0,0,0,2,0,South Africa,MN van Wyk,0,0,0,0,2,3,3
324,SA,4,2,4,2,10,7*,0,0,0,0,0,0,81,3,2\24,0,0,2,0,South Africa,D Wiese,27,6.75,12,24,2,4,4
325,SA,2,1,2,0,2,2,0,0,0,0,0,0,46,2,1\5,0,0,1,0,South Africa,KJ Abbott,23,9.2,5,15,1,2,2
326,SA,14,14,0,1,323,94,0,3,2,27,20,0,0,0,0,0,0,1,0,South Africa,LE Bosman,0,0,0,0,1,14,14
327,SA,6,3,6,2,25,22,0,0,0,1,3,1,173,9,3\18,0,0,1,0,South Africa,RK Kleinveldt,19.22,8.5,20.2,13.5,1,6,6
328,SA,9,3,9,2,4,2*,0,0,0,0,0,0,241,17,4\19,1,0,1,0,South Africa,CK Langeveldt,14.17,7.3,33,11.6,1,9,9
329,SA,2,1,2,1,0,0*,0,0,0,0,0,0,42,2,2\19,0,0,1,0,South Africa,A Nel,21,5.25,8,24,1,2,2
330,SA,2,2,0,0,14,8,0,0,0,1,0,0,0,0,0,0,0,1,0,South Africa,AN Petersen,0,0,0,0,1,2,2
331,SA,7,4,6,0,14,6,0,0,0,0,0,0,114,4,2\23,0,0,1,0,South Africa,VD Philander,28.5,8.24,13.5,20.7,1,7,7
332,SA,23,3,23,2,2,1*,0,0,0,0,0,2,541,18,3\16,0,0,1,0,South Africa,LL Tsotsobe,30.05,6.93,78,26,1,23,23
333,SA,2,0,2,0,0,0,0,0,0,0,0,0,44,2,1\16,0,0,0,0,South Africa,YA Abdulla,22,6.28,7,21,0,2,2
334,SA,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,GH Bodi,0,0,0,0,0,1,1
335,SA,1,0,1,0,0,0,0,0,0,0,0,0,27,1,1\27,0,0,0,0,South Africa,N Boje,27,6.75,4,24,0,1,1
336,SA,9,9,2,0,161,68,0,2,2,18,4,0,13,1,1\6,0,0,0,0,South Africa,H Davids,13,6.5,2,12,0,9,9
337,SA,2,0,2,0,0,0,0,0,0,0,0,0,79,3,2\36,0,0,0,0,South Africa,M de Lange,26.33,9.87,8,16,0,2,2
338,SA,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,South Africa,HH Dippenaar,0,0,0,0,0,1,1
