Player_Id,COUNTRY_ID,Matches,Bat_Innings,Bowl_Innings,Not_Outs,Runs_Scored,Highest_Score,Hundreds,Fifties,Ducks,Maidens,Runs_Conceded,Wickets,BBI,Four_Wkt_Hauls,Five_Wkt_Hauls,Catches,Stumpings,COUNTRY_NAME,ODI_BOWLING.Balls,ODI_BOWLING.SR,Player_Name
1021,IND,225,198,0,39,3783,175*,1,14,13,0,0,0,0,0,0,71,0,India,0,0,N Kapil Dev
1022,PAK,156,155,125,5,4780,134,5,31,10,17,3703,85,4\22,1,0,49,0,Pakistan,4836,56.8,Aamer Sohail
1023,PAK,356,280,351,55,3717,86,0,6,28,238,11812,502,5\15,17,6,88,0,Pakistan,18186,36.2,Wasim Akram
1024,PAK,175,151,153,40,3709,102*,1,19,6,124,4844,182,6\14,3,1,36,0,Pakistan,7461,40.9,Imran Khan
1025,PAK,219,183,0,41,3266,72*,0,12,17,0,0,0,0,0,0,214,73,Pakistan,0,0,Moin Khan
1026,PAK,122,115,104,10,2653,95,0,16,6,43,3432,111,5\28,1,1,21,0,Pakistan,4855,43.7,Mudassar Nazar
1027,PAK,62,60,12,6,2572,123,7,13,2,2,223,7,2\26,0,0,16,0,Pakistan,280,40,Zaheer Abbas
1028,PAK,56,56,3,1,2028,127*,3,12,2,0,26,0,0,0,0,14,0,Pakistan,18,0,Yasir Hameed
1029,PAK,75,75,2,5,1877,117*,2,8,3,0,5,1,1\2,0,0,13,0,Pakistan,12,12,Mohsin Khan
1030,PAK,166,117,0,29,1709,79,0,3,8,0,0,0,0,0,0,182,38,Pakistan,0,0,Rashid Latif
1031,PAK,48,47,1,4,1579,135,4,9,3,0,10,0,0,0,0,10,0,Pakistan,6,0,Saleem Elahi
1032,PAK,143,110,0,26,1521,67,0,3,9,0,0,0,0,0,0,37,0,Pakistan,0,0,Azhar Mahmood
1033,IND,67,35,0,14,401,53*,0,1,1,0,0,0,0,0,0,18,0,India,0,0,S Madan Lal
1034,PAK,63,58,35,6,1269,126*,1,8,8,2,725,20,3\20,0,0,13,0,Pakistan,919,45.9,Shoaib Mohammad
1035,PAK,50,43,2,6,1265,127*,1,9,3,0,21,1,1\17,0,0,15,0,Pakistan,30,30,Basit Ali
1036,PAK,66,55,28,14,1068,113*,1,6,8,2,658,7,2\38,0,0,18,0,Pakistan,756,108,Asif Mujtaba
1037,PAK,262,139,258,45,969,37,0,0,15,143,9919,416,7\36,14,13,35,0,Pakistan,12698,30.5,Waqar Younis
1038,PAK,23,22,15,1,786,109,1,7,1,11,374,13,3\27,0,0,3,0,Pakistan,658,50.6,Majid Khan
1039,PAK,54,45,29,10,782,60,0,2,6,10,687,21,4\25,1,0,24,0,Pakistan,1036,49.3,Wasim Raja
1040,PAK,86,62,0,19,768,62,0,4,5,0,0,0,0,0,0,81,22,Pakistan,0,0,Saleem Yousuf
1041,PAK,54,46,0,13,741,50*,0,1,1,0,0,0,0,0,0,21,0,Pakistan,0,0,Manzoor Elahi
1042,PAK,169,98,0,38,711,37*,0,0,13,0,0,0,0,0,0,40,0,Pakistan,0,0,Saqlain Mushtaq
1043,PAK,31,31,0,3,642,69,0,4,3,0,0,0,0,0,0,4,0,Pakistan,0,0,Qasim Umar
1044,PAK,104,68,0,26,641,41*,0,0,6,0,0,0,0,0,0,21,0,Pakistan,0,0,Abdul Qadir
1045,PAK,41,35,9,1,593,47,0,0,1,2,110,2,1\7,0,0,14,0,Pakistan,138,69,Mansoor Akhtar
1046,PAK,24,23,5,1,556,90,0,5,1,1,86,3,2\35,0,0,13,3,Pakistan,120,40,Aamer Malik
1047,PAK,25,25,0,2,543,76,0,3,4,0,0,0,0,0,0,9,0,Pakistan,0,0,Mohammad Wasim
1048,PAK,22,22,3,1,504,81*,0,3,0,0,85,1,1\49,0,0,9,0,Pakistan,72,72,Taufeeq Umar
1049,PAK,14,14,3,3,452,96,0,4,0,0,41,0,0,0,0,2,0,Pakistan,48,0,Azhar Ali
1050,IND,16,11,0,2,218,61*,0,1,2,0,0,0,0,0,0,6,0,India,0,0,Y Venugopal Rao
1051,PAK,144,76,142,34,399,34*,0,0,10,51,5361,161,5\36,3,1,30,0,Pakistan,7543,46.8,Mushtaq Ahmed
1052,IND,13,13,0,0,122,51,0,1,4,0,0,0,0,0,0,4,0,India,0,0,J Arun Lal
1053,PAK,19,19,2,1,383,74,0,2,0,1,26,2,2\20,0,0,5,0,Pakistan,38,19,Sadiq Mohammad
1054,PAK,15,15,3,0,349,84,0,1,1,0,69,3,3\36,0,0,5,0,Pakistan,55,18.3,Wajahatullah Wasti
1055,PAK,19,18,0,3,348,98*,0,2,0,0,0,0,0,0,0,2,0,Pakistan,0,0,Zahid Fazal
1056,PAK,10,8,10,2,330,62,0,5,0,7,378,16,4\56,1,0,7,0,Pakistan,592,37,Asif Iqbal
1057,IND,10,9,0,4,136,41*,0,0,1,0,0,0,0,0,0,4,0,India,0,0,R Vijay Bharadwaj
1058,PAK,18,16,2,2,314,100*,1,0,3,0,33,0,0,0,0,3,0,Pakistan,18,0,Faisal Iqbal
1059,PAK,14,14,0,1,297,86,0,3,3,0,0,0,0,0,0,2,0,Pakistan,0,0,Zahoor Elahi
1060,PAK,163,51,159,26,267,45*,0,0,7,98,5721,182,7\37,2,4,24,0,Pakistan,8012,44,Aaqib Javed
1061,PAK,11,11,3,0,262,113,1,0,1,0,51,0,0,0,0,2,0,Pakistan,48,0,Naved Latif
1062,IND,12,7,0,3,81,69,0,1,2,0,0,0,0,0,0,3,0,India,0,0,Jai P Yadav
1063,PAK,16,13,0,0,242,77,0,1,1,0,0,0,0,0,0,1,0,Pakistan,0,0,Hasan Raza
1064,PAK,7,7,0,0,236,83,0,3,1,0,0,0,0,0,0,3,0,Pakistan,0,0,Khurram Manzoor
1065,PAK,45,31,45,8,221,34*,0,0,5,49,1463,63,4\27,4,0,8,0,Pakistan,2412,38.2,Sarfraz Nawaz
1066,PAK,51,26,0,13,221,34,0,0,0,0,0,0,0,0,0,52,10,Pakistan,0,0,Wasim Bari
1067,PAK,40,23,0,9,210,61,0,1,4,0,0,0,0,0,0,11,0,Pakistan,0,0,Tahir Naqqash
1068,PAK,10,9,2,3,209,55,0,1,0,0,23,0,0,0,0,3,0,Pakistan,42,0,Mushtaq Mohammad
1069,PAK,5,5,0,0,199,105,1,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Moin-ul-Atiq
1070,IND,6,4,0,2,1,1,0,0,1,0,0,0,0,0,0,2,0,India,0,0,B Yograj Singh
1071,PAK,27,19,25,3,197,42*,0,0,4,6,819,13,4\43,1,0,2,0,Pakistan,1116,85.8,Ijaz Faqih
1072,PAK,49,25,0,14,193,33*,0,0,4,0,0,0,0,0,0,19,0,Pakistan,0,0,Akram Raza
1073,PAK,8,7,2,1,184,78*,0,1,0,0,29,2,2\24,0,0,1,0,Pakistan,27,13.5,Saadat Ali
1074,PAK,12,10,0,2,166,63*,0,1,0,0,0,0,0,0,0,3,0,Pakistan,0,0,Haroon Rasheed
1075,PAK,14,12,13,7,154,31*,0,0,0,2,547,13,4\33,1,0,5,0,Pakistan,672,51.6,Mohammad Hussain
1076,PAK,10,10,7,0,141,50,0,1,0,1,159,3,2\20,0,0,2,0,Pakistan,222,74,Shahid Saeed
1077,IND,1,1,0,0,4,4,0,0,0,0,0,0,0,0,0,1,0,India,0,0,R Sudhakar Rao
1078,PAK,58,29,56,18,133,20,0,0,5,27,1948,56,4\33,1,0,10,0,Pakistan,2823,50.4,Arshad Khan
1079,PAK,5,5,1,0,131,66,0,2,1,0,11,0,0,0,0,1,0,Pakistan,12,0,Bazid Khan
1080,IND,5,3,0,0,93,70,0,1,0,0,0,0,0,0,0,0,0,India,0,0,S Abid Ali
1081,PAK,13,12,0,0,130,28,0,0,0,0,0,0,0,0,0,1,0,Pakistan,0,0,Sajid Ali
1082,PAK,10,6,10,1,119,77,0,1,1,8,382,7,1\23,0,0,1,0,Pakistan,540,77.1,Shahid Mahboob
1083,IND,2,1,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,India,0,0,Bhupinder Singh snr
1084,PAK,6,5,0,0,116,72,0,1,0,0,0,0,0,0,0,2,0,Pakistan,0,0,Azam Khan
1085,PAK,70,25,0,14,116,27*,0,0,3,0,0,0,0,0,0,10,0,Pakistan,0,0,Tauseef Ahmed
1086,PAK,13,12,12,3,113,30,0,0,1,2,344,8,2\27,0,0,0,0,Pakistan,472,59,Naved Anjum
1087,PAK,6,5,5,0,111,28,0,0,0,3,154,8,3\18,0,0,1,0,Pakistan,232,29,Hasan Jamil
1088,PAK,29,15,0,7,110,17,0,0,0,0,0,0,0,0,0,3,0,Pakistan,0,0,Rashid Khan
1089,PAK,7,4,6,0,97,44,0,0,0,0,184,5,4\50,1,0,1,0,Pakistan,199,39.8,Manzoor Akhtar
1090,PAK,5,4,4,2,89,36*,0,0,0,0,122,4,3\36,0,0,0,0,Pakistan,130,32.5,Aamer Hanif
1091,PAK,15,10,0,3,87,37,0,0,1,0,0,0,0,0,0,13,2,Pakistan,0,0,Anil Dalpat
1092,PAK,2,2,0,0,84,58,0,1,0,0,0,0,0,0,0,1,0,Pakistan,0,0,Younis Ahmed
1093,AUS,2,2,1,1,11,11*,0,0,1,1,28,2,2\28,0,0,0,0,Australia,48,24,GD Watson
1094,PAK,16,9,0,5,69,19*,0,0,1,0,0,0,0,0,0,17,3,Pakistan,0,0,Ashraf Ali
1095,PAK,4,4,0,0,66,25,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Akhtar Sarfraz
1096,PAK,4,4,0,0,65,31,0,0,0,0,0,0,0,0,0,2,0,Pakistan,0,0,Saeed Azad
1097,PAK,5,4,0,1,62,27,0,0,0,0,0,0,0,0,0,3,0,Pakistan,0,0,Adnan Akmal
1098,PAK,2,2,0,0,61,36,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Shakeel Ahmed jnr
1099,PAK,5,3,0,0,60,39,0,0,0,0,0,0,0,0,0,4,3,Pakistan,0,0,Humayun Farhat
1100,PAK,2,2,1,0,56,32,0,0,0,0,4,0,0,0,0,1,0,Pakistan,6,0,Sohail Fazal
1101,PAK,3,3,0,0,53,38,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Ghulam Ali
1102,PAK,8,6,7,0,48,18,0,0,1,2,137,3,2\37,0,0,1,0,Pakistan,198,66,Zafar Iqbal
1103,PAK,15,10,14,7,45,15,0,0,1,3,586,15,4\22,1,0,3,0,Pakistan,719,47.9,Azeem Hafeez
1104,PAK,2,2,0,1,42,22*,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Azmat Rana
1105,PAK,3,3,0,0,41,29,0,0,0,0,0,0,0,0,0,1,0,Pakistan,0,0,Shafiq Ahmed
1106,PAK,15,7,14,1,39,13,0,0,2,12,500,12,3\13,0,0,3,0,Pakistan,664,55.3,Iqbal Qasim
1107,PAK,1,1,0,0,37,37,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Shahid Anwar
1108,PAK,39,13,39,11,36,10*,0,0,2,18,1382,40,3\25,0,0,3,0,Pakistan,1900,47.5,Saleem Jaffar
1109,PAK,30,13,0,6,34,11*,0,0,2,0,0,0,0,0,0,0,0,Pakistan,0,0,Ata-ur-Rehman
1110,PAK,3,3,0,1,34,18,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Atiq-uz-Zaman
1111,PAK,27,11,0,7,31,16*,0,0,2,0,0,0,0,0,0,4,0,Pakistan,0,0,Sikander Bakht
1112,PAK,2,2,0,0,29,28,0,0,0,0,0,0,0,0,0,1,0,Pakistan,0,0,Imran Abbas
1113,PAK,2,1,2,1,28,28*,0,0,0,0,67,3,2\32,0,0,0,0,Pakistan,102,34,Kamran Hussain
1114,PAK,2,2,0,0,28,24,0,0,0,0,0,0,0,0,0,1,1,Pakistan,0,0,Taslim Arif
1115,PAK,19,6,19,3,27,11*,0,0,0,4,760,21,4\47,1,0,4,0,Pakistan,881,41.9,Mohsin Kamal
1116,AUS,2,2,1,1,4,4,0,0,0,0,32,0,0,0,0,0,0,Australia,24,0,GS Trimble
1117,PAK,4,3,1,1,27,23,0,0,0,1,6,1,1\6,0,0,0,0,Pakistan,24,24,Mujahid Jamshed
1118,PAK,17,5,16,4,27,11*,0,0,0,4,494,16,4\19,1,0,0,0,Pakistan,646,40.3,Zakir Khan
1119,PAK,3,3,3,1,26,18,0,0,0,2,77,3,1\17,0,0,2,0,Pakistan,122,40.6,Pervez Mir
1120,PAK,3,2,3,0,26,13,0,0,0,1,79,1,1\36,0,0,0,0,Pakistan,114,114,Wasim Haider
1121,PAK,6,2,6,1,25,21,0,0,0,2,151,5,2\7,0,0,1,0,Pakistan,285,57,Saleem Altaf
1122,PAK,17,8,17,7,25,8,0,0,0,6,649,19,3\14,0,0,4,0,Pakistan,810,42.6,Shahid Nazir
1123,PAK,2,2,2,1,24,16,0,0,0,0,52,0,0,0,0,0,0,Pakistan,42,0,Naeem Ashraf
1124,PAK,3,3,0,0,20,14,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Rizwan-uz-Zaman
1125,PAK,23,9,21,7,14,7*,0,0,1,6,790,19,2\28,0,0,8,0,Pakistan,989,52,Mohammad Akram
1126,PAK,1,1,0,0,18,18,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Saleem Pervez
1127,PAK,16,6,0,3,18,11*,0,0,2,0,0,0,0,0,0,0,0,Pakistan,0,0,Zulqarnain
1128,PAK,4,2,4,0,17,10,0,0,0,2,118,4,2\36,0,0,0,0,Pakistan,158,39.5,Intikhab Alam
1129,PAK,1,1,1,0,15,15,0,0,0,0,46,0,0,0,0,0,0,Pakistan,36,0,Irfan Fazil
1130,PAK,2,2,1,0,15,10,0,0,0,0,7,0,0,0,0,0,0,Pakistan,6,0,Mansoor Rana
1131,PAK,11,4,11,2,15,7*,0,0,0,8,391,10,2\20,0,0,1,0,Pakistan,512,51.2,Mohammad Zahid
1132,PAK,2,2,0,0,14,14,0,0,1,0,0,0,0,0,0,0,0,Pakistan,0,0,Asif Mahmood
1133,PAK,6,3,6,2,14,7*,0,0,0,4,230,5,2\51,0,0,0,0,Pakistan,342,68.4,Nadeem Ghauri
1134,PAK,9,3,9,2,13,9*,0,0,0,1,346,11,3\43,0,0,0,0,Pakistan,417,37.9,Aamer Nazir
1135,PAK,2,2,0,0,13,8,0,0,0,0,0,0,0,0,0,1,0,Pakistan,0,0,Usman Salahuddin
1136,PAK,18,10,18,8,12,6*,0,0,2,11,683,15,3\31,0,0,2,0,Pakistan,854,56.9,Danish Kaneria
1137,PAK,1,1,0,0,12,12,0,0,0,0,0,0,0,0,0,1,0,Pakistan,0,0,Javed Qadeer
1138,PAK,2,2,0,0,11,8,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Arshad Pervez
1139,PAK,3,3,3,2,11,7*,0,0,0,1,112,3,2\56,0,0,0,0,Pakistan,127,42.3,Haafiz Shahid
1140,PAK,7,3,7,1,10,6,0,0,1,8,234,5,2\9,0,0,1,0,Pakistan,402,80.4,Asif Masood
1141,PAK,3,1,3,1,0,0*,0,0,0,0,144,5,2\55,0,0,2,0,Pakistan,144,28.8,Mohammad Khalil
1142,PAK,10,5,9,4,10,5,0,0,0,4,303,12,2\23,0,0,1,0,Pakistan,371,30.9,Kabir Khan
1143,PAK,1,1,0,0,9,9,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Faisal Athar
1144,PAK,2,1,0,0,7,7,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Fazl-e-Akbar
1145,PAK,3,1,3,0,7,7,0,0,0,4,111,2,1\41,0,0,0,0,Pakistan,188,94,Liaqat Ali
1146,PAK,2,1,2,1,5,5*,0,0,0,0,49,1,1\32,0,0,0,0,Pakistan,60,60,Ehsan Adil
1147,PAK,2,0,2,0,0,0,0,0,0,2,38,1,1\32,0,0,1,0,Pakistan,88,88,Aamer Hameed
1148,PAK,8,2,0,0,5,5,0,0,1,0,0,0,0,0,0,0,0,Pakistan,0,0,Jalal-ud-Din
1149,PAK,1,1,1,0,5,5,0,0,0,0,11,0,0,0,0,0,0,Pakistan,12,0,Maqsood Rana
1150,PAK,2,1,2,1,3,3*,0,0,0,0,25,1,1\9,0,0,1,0,Pakistan,30,30,Ijaz Ahmed jnr
1151,PAK,1,1,0,0,5,5,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Naumanullah
1152,PAK,1,0,1,0,0,0,0,0,0,0,22,2,2\22,0,0,1,0,Pakistan,48,24,Irfan Bhatti
1153,PAK,2,1,1,0,5,5,0,0,0,1,45,2,2\45,0,0,0,0,Pakistan,60,30,Sajjad Akbar
1154,PAK,4,3,4,3,4,2*,0,0,0,3,156,3,2\37,0,0,0,0,Pakistan,222,74,Mohammad Nazir
1155,PAK,1,1,1,1,0,0*,0,0,0,0,43,0,0,0,0,1,0,Pakistan,60,0,Naeem Ahmed
1156,PAK,1,0,1,0,0,0,0,0,0,0,26,0,0,0,0,1,0,Pakistan,24,0,Rizwan Ahmed
1157,PAK,2,2,2,1,3,3*,0,0,1,1,61,3,2\24,0,0,0,0,Pakistan,96,32,Zahid Ahmed
1158,PAK,4,2,4,1,2,2*,0,0,1,1,127,3,3\21,0,0,0,0,Pakistan,145,48.3,Junaid Zia
1159,PAK,3,3,0,0,0,0,0,0,3,0,0,0,0,0,0,1,0,Pakistan,0,0,Shadab Kabir
1160,PAK,1,1,1,1,2,2*,0,0,0,0,36,1,1\36,0,0,0,0,Pakistan,30,30,Kashif Raza
1161,PAK,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Masood Iqbal
1162,PAK,2,1,2,0,2,2,0,0,0,0,81,0,0,0,0,0,0,Pakistan,96,0,Nadeem Khan
1163,PAK,4,1,4,1,1,1*,0,0,0,2,147,3,1\30,0,0,0,0,Pakistan,210,70,Iqbal Sikander
1164,PAK,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Mahmood Hamid
1165,PAK,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,Pakistan,0,0,Nasim-ul-Ghani
1166,PAK,3,0,3,0,0,0,0,0,0,2,84,0,0,0,0,0,0,Pakistan,102,0,Ashfaq Ahmed
1167,PAK,3,1,3,0,0,0,0,0,1,1,146,4,2\22,0,0,0,0,Pakistan,122,30.5,Mohammad Talha
1168,AUS,1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,Australia,0,0,DF Whatmore
1169,PAK,1,1,1,0,0,0,0,0,1,1,59,0,0,0,0,0,0,Pakistan,60,0,Najaf Shah
1170,PAK,3,1,3,1,0,0*,0,0,0,5,98,5,2\37,0,0,0,0,Pakistan,180,36,Naseer Malik
1171,PAK,1,1,1,1,0,0*,0,0,0,0,34,0,0,0,0,0,0,Pakistan,24,0,Rahat Ali
1172,PAK,1,1,1,0,0,0,0,0,1,0,50,1,1\50,0,0,0,0,Pakistan,54,54,Shakeel Khan
1173,PAK,1,1,1,0,0,0,0,0,1,0,72,1,1\72,0,0,0,0,Pakistan,66,66,Tanvir Mehdi
1174,PAK,2,0,2,0,0,0,0,0,0,0,115,0,0,0,0,0,0,Pakistan,120,0,Samiullah Khan
1175,SL,308,296,0,30,9284,145,11,64,17,0,0,0,0,0,0,95,0,Sri Lanka,0,0,PA de Silva
1176,SL,269,255,135,47,7456,131*,4,49,18,21,3757,79,4\14,1,0,63,0,Sri Lanka,785,59.6,A Ranatunga
1177,SL,213,198,2,23,5162,119*,4,35,15,0,7,0,0,0,0,109,0,Sri Lanka,0,0,RS Mahanama
1178,SL,147,143,55,5,3902,117*,2,22,12,8,1354,26,2\25,0,0,49,0,Sri Lanka,264,60.9,AP Gurusinha
1179,SL,200,168,15,40,3789,104,2,13,10,1,141,6,1\3,0,0,89,6,Sri Lanka,30,30,HP Tillakaratne
1180,SL,189,181,0,14,3711,102*,2,23,24,0,0,0,0,0,0,132,75,Sri Lanka,0,0,RS Kaluwitharana
1181,SL,61,61,0,1,1708,132,1,12,5,0,0,0,0,0,0,13,0,Sri Lanka,0,0,DA Gunawardene
1182,SL,147,111,136,17,1627,89,0,5,8,20,4818,151,5\61,4,1,79,0,Sri Lanka,1023,40.6,UDU Chandana
1183,SL,58,55,6,5,1573,121,2,11,3,0,70,3,3\25,0,0,16,0,Sri Lanka,9,18.6,RL Dias
1184,SL,79,74,0,9,1527,80,0,7,4,0,0,0,0,0,0,14,0,Sri Lanka,0,0,LRD Mendis
1185,SL,141,87,134,33,1222,69*,0,4,2,40,4998,138,4\37,1,0,34,0,Sri Lanka,1168,50.7,HDPK Dharmasena
1186,SL,54,52,0,1,1022,72,0,4,3,0,0,0,0,0,0,30,8,Sri Lanka,0,0,DSBP Kuruppu
1187,SL,63,56,1,5,950,73,0,3,4,0,1,0,0,0,0,18,0,Sri Lanka,0,0,RS Madugalle
1188,SL,53,42,17,11,862,105*,2,0,4,2,542,11,3\34,0,0,17,0,Sri Lanka,117,63.8,TT Samaraweera
1189,SA,122,77,0,33,868,53,0,1,6,0,0,0,0,0,0,148,17,South Africa,0,0,DJ Richardson
1190,SL,86,69,81,28,844,51,0,1,2,20,2975,73,4\36,2,0,33,0,Sri Lanka,660,54.2,RS Kalpage
1191,SL,39,39,11,2,844,76,0,4,2,3,291,0,0,0,0,5,0,Sri Lanka,56,0,MAR Samarasekera
1192,SL,78,69,0,14,824,50,0,1,4,0,0,0,0,0,0,14,0,Sri Lanka,0,0,JR Ratnayeke
1193,SL,35,33,6,1,786,86*,0,4,1,0,70,1,1\13,0,0,3,0,Sri Lanka,9,57,S Wettimuny
1194,SA,245,220,2,51,5935,121,2,33,12,0,4,0,0,0,0,105,0,South Africa,2,0,JN Rhodes
1195,SA,188,175,153,31,5565,112,2,39,8,33,3966,114,5\32,1,1,73,0,South Africa,892,46.9,WJ Cronje
1196,SL,35,33,25,1,669,66,0,4,3,9,709,14,4\57,1,0,6,0,Sri Lanka,159,68.1,UC Hathurusingha
1197,SA,138,133,9,16,3860,124,3,23,10,0,124,5,2\30,0,0,62,0,South Africa,29,34.8,DJ Cullinan
1198,SA,185,185,3,19,6798,188*,13,45,11,1,23,0,0,0,0,61,1,South Africa,5,0,G Kirsten
1199,SL,70,55,70,18,612,33*,0,0,4,35,2712,76,5\32,1,1,11,0,Sri Lanka,596,47,RJ Ratnayake
1200,SA,78,52,0,16,841,127,1,0,3,0,0,0,0,0,0,42,0,South Africa,0,0,BM McMillan
1201,SL,57,41,57,9,466,36,0,0,6,47,2237,59,5\32,1,2,13,0,Sri Lanka,456,46.3,ALF de Mel
1202,SL,20,20,0,0,441,85,0,3,1,0,0,0,0,0,0,17,3,Sri Lanka,0,0,SAR Silva
1203,SA,171,137,164,50,3576,103*,2,19,13,46,5751,192,6\49,1,6,35,0,South Africa,1222,38.2,L Klusener
1204,SL,31,27,0,8,401,59*,0,2,2,0,0,0,0,0,0,27,3,Sri Lanka,0,0,RG de Alwis
1205,SL,17,17,6,2,400,74*,0,2,2,0,46,0,0,0,0,5,0,Sri Lanka,9,0,WS Jayantha
1206,SL,41,29,0,10,371,37*,0,0,0,0,0,0,0,0,0,5,0,Sri Lanka,0,0,DS de Silva
1207,SL,134,64,132,24,344,32,0,0,12,49,4321,109,4\48,1,0,26,0,Sri Lanka,953,52.4,GP Wickramasinghe
1208,SL,95,47,93,21,343,47*,0,0,5,61,3213,108,5\26,2,1,13,0,Sri Lanka,710,39.4,DNT Zoysa
1209,SL,4,3,4,3,33,14*,0,0,0,2,137,2,1\35,0,0,0,0,Sri Lanka,34,104,LWS Kaluperuma
1210,SA,164,40,162,18,95,13,0,0,12,101,5926,272,6\23,11,2,28,0,South Africa,1426,31.4,AA Donald
1211,SL,6,4,0,3,31,14*,0,0,0,0,0,0,0,0,0,0,4,Sri Lanka,0,0,HM Goonatilleke
1212,SL,3,3,0,1,31,15*,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0,0,MN Nawaz
1213,SL,17,10,17,6,29,14*,0,0,1,7,586,15,5\67,0,1,3,0,Sri Lanka,116,46.6,TCB Fernando
1214,SL,5,3,5,0,29,18,0,0,1,1,180,5,3\31,0,0,3,0,Sri Lanka,42,50.6,ARM Opatha
1215,SL,6,5,0,0,27,20,0,0,1,0,0,0,0,0,0,4,1,Sri Lanka,0,0,HAPW Jayawardene
1216,SA,80,54,80,13,694,61,0,3,6,25,2762,72,4\28,1,0,23,0,South Africa,665,55.4,PL Symcox
1217,SL,5,4,5,1,25,20*,0,0,0,2,208,5,2\45,0,0,1,0,Sri Lanka,46,55.2,S Jeganathan
1218,SL,2,2,1,1,24,23*,0,0,0,0,20,0,0,0,0,0,0,Sri Lanka,4,0,SP Pasqual
1219,SL,2,2,0,2,22,20*,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0,0,UNK Fernando
1220,SL,12,6,11,4,21,8*,0,0,0,4,358,5,1\11,0,0,3,0,Sri Lanka,80,96,MAWR Madurasinghe
1221,SA,32,23,30,3,296,54,0,1,3,5,1011,25,3\30,0,0,20,0,South Africa,203,48.8,DN Crookes
1222,SL,26,12,25,5,20,8*,0,0,4,8,986,25,4\49,1,0,3,0,Sri Lanka,197,47.4,KIW Wijegunawardene
1223,SA,89,88,1,1,2559,161,2,18,6,0,3,0,0,0,0,18,0,South Africa,1,0,AC Hudson
1224,SL,3,3,3,1,19,16,0,0,0,0,135,2,2\68,0,0,0,0,Sri Lanka,22,66,HSM Pieris
1225,SL,8,3,8,2,18,12*,0,0,1,1,287,8,2\25,0,0,2,0,Sri Lanka,52,39,RGCE Wijesuriya
1226,SA,83,36,82,15,170,20*,0,0,7,86,2636,95,4\27,2,0,15,0,South Africa,737,46.5,PS de Villiers
1227,SL,3,2,3,1,17,14,0,0,0,2,115,3,2\42,0,0,0,0,Sri Lanka,24,48,IS Gallage
1228,SL,2,1,0,0,17,17,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0,0,RSA Jayasekera
1229,SL,8,3,8,1,15,9,0,0,0,7,207,9,4\46,1,0,0,0,Sri Lanka,53,35.3,KN Amalean
1230,SL,5,4,5,1,13,8,0,0,1,3,146,4,3\30,0,0,0,0,Sri Lanka,36,54.2,AMN Munasinghe
1231,SA,40,40,8,6,1293,97,0,9,0,1,152,6,3\31,0,0,11,0,South Africa,30,30.5,PN Kirsten
1232,SL,4,2,0,0,12,8,0,0,0,0,0,0,0,0,0,4,2,Sri Lanka,0,0,AM de Silva
1233,SL,2,2,1,0,11,7,0,0,0,0,3,0,0,0,0,2,0,Sri Lanka,1,0,SMS Kaluperuma
1234,SL,2,1,2,0,10,10,0,0,0,2,54,2,2\36,0,0,1,0,Sri Lanka,20,60,DLS de Silva
1235,SL,4,2,4,1,9,7,0,0,0,1,169,0,0,0,0,0,0,Sri Lanka,32,0,GN de Silva
1236,SA,56,22,55,9,141,26,0,0,3,53,1975,79,4\10,3,0,10,0,South Africa,500,38,CR Matthews
1237,SL,6,4,6,2,9,6*,0,0,1,3,262,9,3\41,0,0,2,0,Sri Lanka,50,33.8,GRA de Silva
1238,SA,39,16,0,8,100,23,0,0,3,0,0,0,0,0,0,9,0,South Africa,0,0,S Elworthy
1239,SL,1,1,1,0,8,8,0,0,0,0,16,1,1\16,0,0,0,0,Sri Lanka,3,18,TL Fernando
1240,SA,7,4,0,0,55,28,0,0,0,0,0,0,0,0,0,9,0,South Africa,0,0,SJ Palframan
1241,SL,4,2,4,2,8,7*,0,0,0,2,104,3,2\17,0,0,2,0,Sri Lanka,22,44,JC Gamage
1242,SL,1,1,0,0,8,8,0,0,0,0,0,0,0,0,0,0,0,Sri Lanka,0,0,DM Vonhagt
